"[run number]","detection_sick_people","security_measures","proportion_retired","people","_network_type","_nodes","proportion_paranoid","proportion_worker","infectious_rate","duration","discovery_type","lockdown_type","proportion_student","stability-factor","proportion_skeptic","deterrents","[step]","n_of_death","days","count turtles with [spreader? = true]","count turtles with [color = gray]","count turtles with [notp? = true]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"271","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","13","20","6","487","86","5591","500"
"274","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","7","19","11","493","126","5230.5","500"
"275","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","11","20","11","489","85","5435.5","500"
"276","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","6","20","12","494","123","5614.5","500"
"277","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","16","20","11","484","120","5598.5","500"
"278","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","10","19","9","490","88","5217","500"
"279","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","17","20","12","483","143","5481","500"
"280","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","6","19","12","494","120","5174","500"
"281","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","9","19","6","491","77","5201.5","500"
"282","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","15","19","8","485","84","5150.5","500"
"285","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","9","20","10","491","81","5370","500"
"283","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","401","11","21","15","489","113","5557","500"
"284","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","421","10","22","16","490","125","5949","500"
"286","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","8","20","11","492","76","5548","500"
"287","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","6","19","5","494","88","5230","500"
"288","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","12","19","14","488","128","5255.5","500"
"289","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","10","20","20","490","187","5545.5","500"
"290","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","401","14","21","8","486","113","5973","500"
"291","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","7","19","22","493","122","5254","500"
"292","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","14","19","5","486","116","5245","500"
"293","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","17","19","17","483","165","5136","500"
"294","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","13","20","6","487","69","5642","500"
"296","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","12","20","23","488","160","5565.5","500"
"297","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","10","19","11","490","90","5152","500"
"298","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","12","20","15","488","147","5599","500"
"295","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","381","11","20","14","489","103","5581.5","500"
"299","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","12","19","11","488","90","5184.5","500"
"300","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","true","361","10","19","10","490","93","5133","500"
"301","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","13","24","16","487","83","8571.5","500"
"302","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","14","23","9","484","100","8206","498"
"303","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","11","25","8","486","80","8941.5","497"
"304","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","521","11","27","11","488","83","9844","499"
"305","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","17","25","6","483","82","8958.5","500"
"306","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","11","24","8","488","100","8573","499"
"309","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","13","24","15","486","110","8589","499"
"310","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","16","24","34","484","245","8612.5","500"
"308","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","15","24","8","483","91","8595","498"
"307","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","501","13","26","24","487","156","9352.5","500"
"311","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","15","23","10","485","139","8225","500"
"312","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","12","25","9","487","99","8934.5","499"
"313","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","15","23","37","485","306","8181","500"
"314","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","12","25","14","488","110","9014.5","500"
"315","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","15","25","11","484","118","8964.5","499"
"316","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","9","25","14","491","104","8994","500"
"318","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","8","24","7","492","145","8625","500"
"317","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","501","17","26","9","483","143","9370.5","500"
"320","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","6","23","24","493","182","8241","499"
"321","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","5","23","13","495","122","8245.5","500"
"322","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","11","23","21","489","152","8219.5","500"
"319","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","561","11","29","18","488","163","10658","499"
"323","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","14","24","7","486","91","8609","500"
"325","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","501","13","26","19","486","209","9338","499"
"324","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","521","10","27","14","489","96","9791.5","499"
"327","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","16","24","9","484","99","8598.5","500"
"326","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","541","15","28","11","485","118","10153.5","500"
"328","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","13","25","4","486","75","8989.5","499"
"329","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","14","25","12","484","90","9018.5","498"
"330","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","10","24","14","489","194","8579","499"
"331","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","15","23","39","485","313","8187.5","500"
"332","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","12","25","10","487","102","9026","499"
"333","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","11","24","27","488","222","8641","499"
"334","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","13","24","15","487","108","8570","500"
"335","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","501","10","26","7","488","76","9341","498"
"336","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","10","24","15","490","124","8611","500"
"337","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","10","24","8","490","83","8544.5","500"
"339","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","10","23","19","490","127","8246","500"
"338","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","11","24","22","489","114","8613","500"
"340","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","501","10","26","6","490","68","9393.5","500"
"341","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","13","23","11","487","100","8214","500"
"342","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","12","25","14","487","108","9003","499"
"343","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","21","24","12","479","140","8599.5","500"
"344","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","12","23","20","487","153","8160","499"
"345","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","14","23","11","486","89","8185.5","500"
"346","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","12","23","4","488","75","8223.5","500"
"347","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","481","12","25","12","487","105","8981.5","499"
"348","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","461","10","24","19","490","163","8581","500"
"349","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","441","10","23","22","490","199","8245.5","500"
"351","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","10","21","12","490","91","7010","500"
"350","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_student+worker","18","200","12","true","421","15","22","8","483","86","7785","498"
"352","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","13","21","13","487","76","6974","500"
"353","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","13","21","8","486","70","6937","499"
"354","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","17","23","8","483","81","7599.5","500"
"355","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","11","21","12","489","89","6953","500"
"356","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","14","22","19","486","155","7363","500"
"357","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","16","21","10","484","93","6987","500"
"358","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","13","22","24","487","185","7409.5","500"
"359","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","381","12","20","16","488","138","6609.5","500"
"360","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","12","22","9","488","82","7004.5","500"
"361","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","14","22","29","486","224","7312.5","500"
"363","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","12","22","5","488","93","7350.5","500"
"362","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","10","22","18","490","115","7310","500"
"364","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","14","23","14","485","135","7751.5","499"
"365","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","8","22","22","492","205","7433.5","500"
"366","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","12","23","12","488","89","7669","500"
"367","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","13","21","12","487","70","6966.5","500"
"368","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","8","21","17","492","142","6968.5","500"
"369","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","9","23","7","491","72","7819","500"
"370","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","381","9","20","24","491","124","6587","500"
"372","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","381","9","20","41","491","258","6619","500"
"371","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","8","22","11","492","106","7424.5","500"
"373","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","16","22","28","484","188","7319","500"
"374","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","15","22","21","485","147","7209.5","500"
"375","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","12","22","11","488","110","7025.5","500"
"376","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","10","21","9","490","83","6990.5","500"
"377","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","461","11","24","13","489","91","8058.5","500"
"378","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","9","22","13","491","105","7360.5","500"
"379","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","12","21","21","488","244","7011","500"
"380","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","9","22","13","491","99","7389","500"
"381","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","381","9","20","13","491","93","6619.5","500"
"382","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","7","22","14","493","234","7357","500"
"383","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","9","23","22","491","178","7710.5","500"
"384","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","6","23","21","494","186","7712.5","500"
"385","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","9","22","5","491","82","7411.5","500"
"387","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","12","21","13","488","149","6974.5","500"
"386","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","8","22","17","492","166","7301","500"
"388","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","12","21","18","488","98","7027","500"
"389","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","6","22","13","494","141","7409","500"
"390","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","11","22","13","489","105","7376","500"
"391","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","12","23","8","488","75","7684.5","500"
"392","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","17","21","44","483","350","6968.5","500"
"393","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","16","22","13","484","78","7278.5","500"
"395","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","16","21","20","484","121","6924","500"
"394","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","9","22","11","491","100","7349","500"
"396","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","9","21","8","491","67","7027.5","500"
"398","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","8","21","9","492","87","7057.5","500"
"397","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","421","11","22","14","489","108","7407","500"
"399","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","441","7","23","37","493","294","7711","500"
"400","true","false","29","500","small-world","500","12","53","3","14","standard_min","essential_activities","18","200","12","true","401","12","21","16","488","109","6923.5","500"
"405","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","601","0","31","9","53","79","12150","53"
"402","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1061","4","54","17","348","121","21008.5","352"
"401","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1261","4","64","8","207","80","25438","211"
"404","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1021","8","52","10","328","89","20578.5","336"
"403","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1301","9","66","14","367","95","26190","376"
"412","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","881","8","45","17","408","155","17747","416"
"408","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1161","5","59","16","190","87","23403.5","195"
"411","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1121","2","57","12","164","102","22660","166"
"409","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1081","11","55","14","354","122","21742.5","365"
"407","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1201","8","61","14","410","128","24225","418"
"406","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1381","13","70","6","306","76","27690","319"
"410","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1141","8","58","16","402","140","22547","410"
"414","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","581","19","30","30","473","279","11671.5","492"
"413","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1241","6","63","9","381","127","24620","387"
"425","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","441","0","23","11","18","98","8910","18"
"419","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","941","8","48","15","391","125","18982.5","399"
"416","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1301","11","66","19","400","115","26204.5","411"
"418","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1161","9","59","8","393","101","23351.5","402"
"415","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1661","6","84","13","353","98","33495.5","359"
"417","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1261","11","64","19","415","163","25353.5","426"
"420","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1321","13","67","9","324","83","26550.5","337"
"423","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1301","9","66","12","417","117","26181","426"
"421","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1481","14","75","9","364","96","29783.5","378"
"424","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1441","8","73","17","389","100","28979","397"
"422","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1501","2","76","5","288","84","30346","290"
"426","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1081","8","55","15","369","136","21788","377"
"429","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","781","4","40","3","77","80","15755","81"
"428","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","641","7","33","33","489","362","12936.5","496"
"427","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","881","11","45","13","434","137","17725.5","445"
"430","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","981","9","50","19","427","203","19745","436"
"434","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","741","11","38","15","403","133","14905.5","414"
"431","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1041","4","53","11","282","97","21006","286"
"437","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","681","4","35","8","73","78","13735.5","77"
"433","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1001","6","51","9","391","108","20174.5","397"
"432","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1041","7","53","17","440","178","20966.5","447"
"436","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","821","10","42","10","255","87","16522","265"
"442","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","341","1","18","6","7","76","6883.5","8"
"435","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1141","9","58","12","439","122","22963.5","448"
"439","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","961","8","49","9","382","99","19370","390"
"438","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1501","10","76","18","422","170","30133","432"
"440","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1361","9","69","10","371","81","27404.5","380"
"443","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1161","11","59","4","332","91","23327","343"
"449","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","801","8","41","19","458","232","16144","466"
"441","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1681","7","85","11","301","107","33822","308"
"447","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1161","10","59","12","307","102","23377.5","317"
"448","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1241","7","63","21","429","140","25029.5","436"
"444","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1481","10","75","11","307","103","29740","317"
"445","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1441","7","73","17","370","113","29030.5","377"
"450","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1141","8","58","21","383","98","22985.5","391"
"446","true","false","29","500","small-world","500","12","53","3","14","standard_min","all","18","200","12","true","1701","8","86","10","240","92","34248.5","248"
