[run number],detection_sick_people,security_measures,deterrents,proportion_retired,people,_network_type,_nodes,proportion_paranoid,proportion_worker,infectious_rate,duration,discovery_type,lockdown_type,proportion_student,stability-factor,proportion_skeptic,[step],n_of_death,days,count turtles with [spreader? = true],count turtles with [color = gray],count turtles with [notp? = true],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
157,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1481,6,75,73,228,151,29055.5,234
160,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1381,1,70,34,82,76,26300,83
158,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1761,3,89,76,200,160,35171.5,203
170,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,521,0,27,73,11,129,8910,11
168,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,821,1,42,41,48,84,15382.5,49
164,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1441,5,73,144,290,275,26644.5,295
173,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,501,1,26,55,10,110,8904,11
176,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,401,1,21,61,11,113,7692.5,12
166,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1201,5,61,131,265,262,23046.5,270
169,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1141,1,58,86,217,162,22266,218
174,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,961,3,49,55,62,98,18592.5,65
167,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1621,2,82,54,84,116,30737,86
178,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,761,1,39,54,71,129,14576.5,72
177,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,981,2,50,57,71,111,17796.5,73
172,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1621,3,82,102,219,185,31169,222
161,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,2761,6,139,107,270,238,54372.5,276
175,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1581,5,80,90,157,171,31471,162
180,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1201,2,61,28,60,68,23865.5,62
179,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,1381,6,70,69,192,128,27472,198
171,true,true,false,29,500,small-world,500,12,53,2,14,standard_min,all,18,200,12,2461,6,124,72,175,111,48746.5,181
