"[run number]","deterrents","detection_sick_people","security_measures","proportion_retired","people","_network_type","_nodes","proportion_paranoid","proportion_worker","infectious_rate","duration","discovery_type","lockdown_type","proportion_student","stability-factor","proportion_skeptic","[step]","n_of_death","days","count turtles with [spreader? = true]","count turtles with [color = gray]","count turtles with [notp? = true]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"53","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","761","1","39","10","22","105","3163.25","23"
"48","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","1261","2","64","5","92","80","17658","94"
"46","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","1541","4","78","10","86","99","21689.5","90"
"58","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","581","2","30","17","41","185","2505.5","43"
"50","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_worker","18","200","12","1201","1","61","7","101","103","17010.5","102"
"52","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1241","0","63","19","92","194","6879.75","92"
"54","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1121","3","57","8","258","108","9511.75","261"
"62","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","381","0","20","27","20","162","1533.5","20"
"56","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1001","3","51","8","232","85","7942.25","235"
"57","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1021","5","52","13","233","135","7948.25","238"
"66","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","641","1","33","9","18","104","2543","19"
"60","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1141","2","58","7","249","95","8504.5","251"
"59","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1701","4","86","9","248","86","14336.25","252"
"61","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1541","4","78","23","113","189","9473","117"
"63","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1421","8","72","13","220","136","11903.25","228"
"64","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1541","3","78","7","224","89","11538.25","227"
"65","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1721","6","87","14","145","104","10985","151"
"67","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1121","4","57","10","229","93","9452","233"
"71","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1101","6","56","5","225","111","8388","231"
"76","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","381","0","20","13","13","159","1488.5","13"
"74","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","881","0","45","9","41","95","3907","41"
"78","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","661","3","34","27","68","252","3282","71"
"69","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1641","3","83","10","194","105","11093.75","197"
"70","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1841","3","93","4","293","107","19044.5","296"
"68","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","2101","7","106","11","199","103","15364.75","206"
"72","true","true","true","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired","18","200","12","1461","1","74","14","159","95","9642.75","160"
