"[run number]","deterrents","detection_sick_people","security_measures","proportion_retired","people","_network_type","_nodes","proportion_paranoid","proportion_worker","infectious_rate","duration","discovery_type","lockdown_type","proportion_student","stability-factor","proportion_skeptic","[step]","n_of_death","days","count turtles with [spreader? = true]","count turtles with [color = gray]","count turtles with [notp? = true]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"252","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","14","19","40","486","77","5117","500"
"253","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","12","19","46","488","81","5226","500"
"254","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","381","8","20","36","492","78","5489","500"
"255","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","13","19","47","487","79","5136.5","500"
"257","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","14","19","43","486","82","5219","500"
"258","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","8","19","64","492","127","5201","500"
"256","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","10","19","38","490","87","5163","500"
"259","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","9","19","47","491","107","5237","500"
"261","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","12","19","60","488","123","5243","500"
"260","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","12","19","41","488","81","5234.5","500"
"262","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","12","19","54","488","114","5217","500"
"263","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","7","19","62","493","120","5202.5","500"
"264","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","381","11","20","53","489","103","5390.5","500"
"265","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","18","19","108","482","208","5102","500"
"266","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","10","19","43","490","78","5203.5","500"
"267","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","401","10","21","36","490","77","5744","500"
"269","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","10","19","72","490","124","5186","500"
"271","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","14","19","131","486","254","5251","500"
"268","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","381","10","20","47","490","85","5518.5","500"
"270","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","8","19","67","492","115","5142.5","500"
"272","false","true","false","29","500","small-world","500","12","53","3","14","standard_min","lockdown_retired+student","18","200","12","361","8","19","37","492","73","5218.5","500"
