[run number],detection_sick_people,security_measures,deterrents,proportion_retired,people,_network_type,_nodes,proportion_paranoid,proportion_worker,infectious_rate,duration,discovery_type,lockdown_type,proportion_student,stability-factor,proportion_skeptic,[step],n_of_death,days,count turtles with [spreader? = true],count turtles with [color = gray],count turtles with [notp? = true],Neg_student + Neg_retired + Neg_worker,count turtles with [color = gray] + n_of_death
36,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,11,37,37,489,73,2092.5,500
37,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,661,8,34,49,492,98,2160,500
38,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,701,12,36,67,488,140,2362.5,500
39,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,661,16,34,42,484,78,2092.5,500
40,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,14,37,112,486,220,2430,500
42,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,701,14,36,59,486,119,2227.5,500
41,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,17,37,86,483,155,2160,500
43,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,761,9,39,60,491,133,2295,500
45,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,701,11,36,104,489,214,2227.5,500
46,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,801,12,41,40,488,79,2632.5,500
44,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,781,10,40,62,490,111,2430,500
47,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,10,37,35,490,86,2362.5,500
48,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,701,14,36,51,486,103,2160,500
49,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,681,14,35,37,485,81,2160,499
52,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,641,12,33,50,488,96,2025,500
54,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,661,16,34,57,484,132,2092.5,500
51,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,761,12,39,41,487,86,2295,499
50,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,801,13,41,52,487,107,2497.5,500
55,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,741,10,38,107,490,188,2092.5,500
53,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,741,9,38,175,490,307,2295,499
56,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,641,7,33,57,493,110,1957.5,500
57,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,10,37,106,490,202,2227.5,500
59,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,641,12,33,58,488,118,2092.5,500
58,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,721,12,37,50,488,110,2227.5,500
60,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_student,18,200,12,761,8,39,77,492,138,2295,500
61,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,701,10,36,40,490,81,0,500
62,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,701,11,36,44,489,76,0,500
64,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,741,9,38,40,491,88,0,500
63,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,721,12,37,41,488,75,0,500
66,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,681,13,35,45,487,108,0,500
69,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,621,9,32,84,491,165,0,500
65,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,761,6,39,74,494,160,0,500
68,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,681,11,35,90,489,174,0,500
67,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,721,11,37,44,489,91,0,500
72,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,641,12,33,59,488,124,0,500
71,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,721,10,37,78,490,159,0,500
70,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,741,7,38,100,493,208,0,500
74,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,661,11,34,46,489,87,0,500
73,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,661,17,34,122,483,234,0,500
76,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,621,9,32,50,491,105,0,500
75,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,661,12,34,108,488,201,0,500
78,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,741,13,38,66,486,127,0,499
77,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,741,8,38,30,491,70,0,499
79,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,681,7,35,34,492,70,0,499
82,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,581,16,30,73,484,173,0,500
81,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,761,12,39,58,488,111,0,500
83,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,641,10,33,34,489,64,0,499
80,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,761,13,39,74,487,119,0,500
84,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,761,11,39,52,489,110,0,500
85,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,661,11,34,88,488,190,0,499
86,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,681,13,35,78,487,187,0,500
87,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,661,14,34,97,486,174,0,500
88,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,721,9,37,40,490,74,0,499
90,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,701,11,36,108,489,207,0,500
89,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,none,18,200,12,801,10,41,34,490,82,0,500
91,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,741,12,38,48,488,100,4964,500
93,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,701,11,36,59,489,117,4428,500
92,false,false,false,29,500,small-world,500,12,53,2,14,standard_min,lockdown_retired+student,18,200,12,781,8,40,60,491,111,4714.5,499
