run number,_nodes,proportion_paranoid,proportion_skeptic,people,detection_sick_people,security_measures,deterrents,proportion_worker,proportion_retired,proportion_student,duration,lockdown_type,step,n_of_death,days,count turtles with [spreader? = true],infected - deaths,misinformed,Neg_student + Neg_retired + Neg_worker,total_infected
1127,500,12,12,500,true,true,true,53,29,18,14,essential_activities,2021,26,102,15,266,158,30817.5,292
1125,500,12,12,500,true,true,true,53,29,18,14,essential_activities,2481,12,125,13,150,94,35522.5,162
1129,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1501,22,76,24,258,208,22985.5,280
1133,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1321,18,67,14,206,106,18336.5,224
1134,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1321,20,67,7,264,94,20617,284
1131,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1761,16,89,11,175,114,25273.5,191
1135,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1441,9,73,13,108,82,20661,117
1137,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1381,21,70,12,254,123,20834,275
1142,500,12,12,500,true,true,true,53,29,18,14,essential_activities,761,0,39,7,19,82,9413,19
1138,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1541,19,78,11,204,136,23002,223
1148,500,12,12,500,true,true,true,53,29,18,14,essential_activities,401,0,21,23,12,186,4933,12
1136,500,12,12,500,true,true,true,53,29,18,14,essential_activities,2301,14,116,20,239,121,33782.5,253
1140,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1321,18,67,16,269,161,21107.5,287
1143,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1381,11,70,10,145,104,19518.5,156
1139,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1621,17,82,16,204,150,24520,221
1151,500,12,12,500,true,true,true,53,29,18,14,all,421,1,22,18,7,117,8097,8
1144,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1421,23,72,15,278,156,21257.5,301
1145,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1341,17,68,9,227,90,18845,244
1141,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1801,18,91,16,278,131,29921.5,296
1152,500,12,12,500,true,true,true,53,29,18,14,all,581,1,30,9,23,96,10528.5,24
1147,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1321,20,67,8,221,96,19132,241
1154,500,12,12,500,true,true,true,53,29,18,14,all,521,0,27,29,12,208,8505,12
1153,500,12,12,500,true,true,true,53,29,18,14,all,681,1,35,15,12,130,9310,13
1156,500,12,12,500,true,true,true,53,29,18,14,all,461,0,24,8,9,81,7290,9
1157,500,12,12,500,true,true,true,53,29,18,14,all,441,2,23,11,14,101,8497,16
1161,500,12,12,500,true,true,true,53,29,18,14,all,361,0,19,12,6,116,5670,6
1158,500,12,12,500,true,true,true,53,29,18,14,all,581,3,30,11,16,119,10117,19
1155,500,12,12,500,true,true,true,53,29,18,14,all,961,3,49,11,23,78,18193.5,26
1162,500,12,12,500,true,true,true,53,29,18,14,all,481,1,25,20,16,156,8501,17
1150,500,12,12,500,true,true,true,53,29,18,14,essential_activities,1601,11,81,12,127,87,22910,138
1160,500,12,12,500,true,true,true,53,29,18,14,all,641,2,33,16,11,100,10521,13
1164,500,12,12,500,true,true,true,53,29,18,14,all,441,1,23,5,10,89,7690.5,11
1163,500,12,12,500,true,true,true,53,29,18,14,all,521,1,27,17,28,97,10524,29
1159,500,12,12,500,true,true,true,53,29,18,14,all,941,4,48,7,39,96,16577.5,43
1149,500,12,12,500,true,true,true,53,29,18,14,essential_activities,2001,8,101,10,148,60,29777,156
1165,500,12,12,500,true,true,true,53,29,18,14,all,621,1,32,8,20,86,12142,21
1146,500,12,12,500,true,true,true,53,29,18,14,essential_activities,2501,4,126,10,132,87,35511,136
1167,500,12,12,500,true,true,true,53,29,18,14,all,521,0,27,23,30,145,10125,30
1169,500,12,12,500,true,true,true,53,29,18,14,all,381,2,20,24,10,203,7285.5,12
1174,500,12,12,500,true,true,true,53,29,18,14,all,361,1,19,17,5,111,6478.5,6
1168,500,12,12,500,true,true,true,53,29,18,14,all,601,1,31,18,30,132,11339,31
1173,500,12,12,500,true,true,true,53,29,18,14,all,461,0,24,28,7,124,7290,7
1170,500,12,12,500,true,true,true,53,29,18,14,all,601,2,31,9,12,86,11737.5,14
1171,500,12,12,500,true,true,true,53,29,18,14,all,581,0,30,18,20,115,10935,20
1172,500,12,12,500,true,true,true,53,29,18,14,all,561,0,29,21,33,119,10935,33
1178,500,12,12,500,true,true,true,53,29,18,14,all,361,2,19,5,5,93,6478,7
1166,500,12,12,500,true,true,true,53,29,18,14,all,1061,1,54,13,42,163,21041.5,43
1175,500,12,12,500,true,true,true,53,29,18,14,all,641,3,33,16,19,147,12128.5,22
1177,500,12,12,500,true,true,true,53,29,18,14,all,621,3,32,21,34,77,11730.5,37
1176,500,12,12,500,true,true,true,53,29,18,14,all,641,0,33,11,27,126,11745,27
1180,500,12,12,500,true,true,true,53,29,18,14,all,581,0,30,11,17,130,11340,17
1179,500,12,12,500,true,true,true,53,29,18,14,all,761,2,39,18,23,127,14981,25
1184,500,12,12,500,true,true,true,53,29,18,14,all,561,3,29,25,18,136,9307.5,21
1183,500,12,12,500,true,true,true,53,29,18,14,all,621,1,32,14,20,104,11338,21
1185,500,12,12,500,true,true,true,53,29,18,14,all,581,2,30,12,21,86,10520.5,23
1181,500,12,12,500,true,true,true,53,29,18,14,all,581,3,30,8,24,160,10919.5,27
1188,500,12,12,500,true,true,true,53,29,18,14,all,441,2,23,12,7,122,8496.5,9
1182,500,12,12,500,true,true,true,53,29,18,14,all,761,1,39,15,24,106,14984,25
1190,500,12,12,500,true,true,true,53,29,18,14,all,421,1,22,8,6,111,6883,7
1189,500,12,12,500,true,true,true,53,29,18,14,all,501,2,26,10,18,118,9309.5,20
1186,500,12,12,500,true,true,true,53,29,18,14,all,861,1,44,9,26,98,16174,27
1193,500,12,12,500,true,true,true,53,29,18,14,all,601,2,31,21,11,229,8899.5,13
1194,500,12,12,500,true,true,true,53,29,18,14,all,561,2,29,10,9,121,8904,11
1199,500,12,12,500,true,true,true,53,29,18,14,all,461,0,24,5,9,74,7695,9
1200,500,12,12,500,true,true,true,53,29,18,14,all,521,1,27,12,9,86,8905.5,10
1196,500,12,12,500,true,true,true,53,29,18,14,all,721,4,37,26,28,224,14153,32
1198,500,12,12,500,true,true,true,53,29,18,14,all,661,3,34,20,35,220,12943.5,38
1195,500,12,12,500,true,true,true,53,29,18,14,all,941,3,48,7,60,155,18605.5,63
1187,500,12,12,500,true,true,true,53,29,18,14,all,1541,7,78,10,34,81,30227.5,41
1191,500,12,12,500,true,true,true,53,29,18,14,all,1341,2,68,18,36,140,26680,38
1192,500,12,12,500,true,true,true,53,29,18,14,all,1361,2,69,15,22,108,26297,24
1201,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,781,32,40,49,468,106,2181.5,500
1202,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,701,28,36,54,472,97,2210.5,500
1203,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,32,38,89,468,157,2274,500
1204,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,37,35,39,463,81,2199.5,500
1207,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,49,34,41,451,79,2109,500
1206,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,41,37,82,459,138,2244,500
1205,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,821,44,42,40,456,85,2160,500
1208,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,45,34,85,454,140,1976.5,499
1209,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,621,39,32,37,461,92,1993,500
1197,500,12,12,500,true,true,true,53,29,18,14,all,2021,7,102,10,39,171,39874.5,46
1211,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,42,33,28,458,66,2049.5,500
1210,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,801,43,41,92,457,200,2256.5,500
1212,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,40,34,48,460,84,2101,500
1213,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,761,45,39,62,455,128,2296,500
1215,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,701,44,36,51,456,112,2101,500
1214,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,821,39,42,40,461,73,2159.5,500
1216,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,43,37,43,457,83,2147.5,500
1217,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,36,37,28,464,62,2162,500
1218,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,40,38,37,460,78,2131.5,500
1219,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,761,49,39,50,451,100,2172.5,500
1220,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,47,33,55,453,104,1971,500
1221,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,44,38,49,456,86,2139,500
1222,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,43,33,43,457,83,1988.5,500
1223,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,30,35,107,469,215,2244.5,499
1224,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,48,34,116,452,232,1895,500
1225,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,39,37,55,461,114,2193,500
1226,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,32,37,81,467,165,2359,499
1227,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,821,42,42,42,457,86,2310,499
1228,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,53,33,94,447,167,1979.5,500
1231,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,40,33,55,460,112,2056.5,500
1230,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,35,35,39,465,85,2269,500
1232,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,42,33,42,458,81,1852.5,500
1229,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,841,46,43,52,454,102,2110.5,500
1233,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,44,34,39,456,85,2122.5,500
1235,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,35,33,78,465,145,2007.5,500
1234,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,37,38,42,463,86,2382,500
1236,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,721,37,37,52,463,119,2141,500
1237,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,761,48,39,31,452,74,2252,500
1238,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,41,38,52,459,107,2339.5,500
1239,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,49,35,43,451,75,2134.5,500
1240,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,661,47,34,24,453,60,2026.5,500
1242,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,701,38,36,96,462,187,2066.5,500
1241,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,801,30,41,36,470,69,2424,500
1243,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,741,47,38,44,453,87,2215,500
1246,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,641,47,33,33,452,60,2049,499
1244,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,781,42,40,38,458,81,2333.5,500
1245,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,841,47,43,56,453,109,2001,500
1247,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,761,43,39,39,456,82,2358,499
1248,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,781,40,40,67,460,122,2416.5,500
1249,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,32,35,42,467,86,2171.5,499
1251,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,55,34,32,445,75,1957.5,500
1250,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired,681,42,35,41,458,80,2089,500
1252,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,37,36,44,463,92,2025,500
1254,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,55,35,93,445,179,2025,500
1255,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,44,37,45,456,87,2295,500
1253,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,801,40,41,93,460,155,2025,500
1256,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,39,35,43,461,85,2160,500
1257,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,36,33,48,464,96,2025,500
1259,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,44,36,40,456,97,2227.5,500
1258,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,38,37,113,461,219,2362.5,499
1260,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,40,33,55,460,110,2092.5,500
1261,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,33,34,66,467,124,1957.5,500
1262,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,43,35,75,457,134,2150.25,500
1263,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,39,33,68,461,125,2025,500
1265,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,44,35,46,456,78,2220.75,500
1264,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,841,47,43,32,453,71,2497.5,500
1266,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,45,36,84,455,175,2154,500
1267,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,40,36,49,460,105,2295,500
1268,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,30,34,46,470,91,2092.5,500
1269,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,37,33,39,462,83,2025,499
1270,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,47,34,53,453,106,2160,500
1271,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,761,36,39,116,464,214,2295,500
1273,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,38,37,34,462,67,2218.5,500
1272,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,821,41,42,97,458,209,2497.5,499
1275,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,43,36,34,456,69,2295,499
1274,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,821,42,42,61,458,120,2356.5,500
1276,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,43,36,90,457,176,2160,500
1277,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,35,36,45,465,73,2160,500
1278,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,35,37,51,465,89,2227.5,500
1280,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,34,36,46,466,83,2160,500
1279,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,31,38,63,469,150,2295,500
1282,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,48,33,44,452,86,2025,500
1281,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,43,37,38,457,80,2160,500
1283,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,39,37,30,461,63,2295,500
1284,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,34,38,76,466,157,2227.5,500
1287,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,36,34,41,464,81,2092.5,500
1286,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,41,36,38,459,86,2295,500
1285,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,941,39,48,49,461,96,2160,500
1288,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,36,38,48,464,96,2362.5,500
1290,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,42,38,40,457,76,2430,499
1291,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,32,38,64,468,123,2362.5,500
1292,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,701,37,36,49,462,100,2295,499
1289,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,761,41,39,56,459,114,2160,500
1293,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,43,35,43,457,82,2160,500
1294,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,781,45,40,56,455,110,2148.75,500
1295,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,721,41,37,39,459,79,2160,500
1296,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,741,37,38,34,463,87,2025,500
1297,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,661,46,34,60,454,134,2160,500
1299,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,601,35,31,58,465,125,2025,500
1298,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,681,35,35,85,465,163,2086.5,500
1300,500,12,12,500,false,false,false,53,29,18,14,lockdown_student,641,40,33,76,460,133,2160,500
1302,500,12,12,500,false,false,false,53,29,18,14,none,661,45,34,69,455,124,0,500
1303,500,12,12,500,false,false,false,53,29,18,14,none,701,44,36,46,456,77,0,500
1304,500,12,12,500,false,false,false,53,29,18,14,none,721,38,37,44,462,80,0,500
1301,500,12,12,500,false,false,false,53,29,18,14,none,821,41,42,51,459,102,0,500
1305,500,12,12,500,false,false,false,53,29,18,14,none,701,38,36,48,462,103,0,500
1307,500,12,12,500,false,false,false,53,29,18,14,none,701,42,36,73,457,139,0,499
1306,500,12,12,500,false,false,false,53,29,18,14,none,801,43,41,39,457,72,0,500
1308,500,12,12,500,false,false,false,53,29,18,14,none,781,27,40,81,473,165,0,500
1309,500,12,12,500,false,false,false,53,29,18,14,none,761,38,39,83,462,137,0,500
1310,500,12,12,500,false,false,false,53,29,18,14,none,701,37,36,47,463,87,0,500
1311,500,12,12,500,false,false,false,53,29,18,14,none,661,39,34,67,461,148,0,500
1312,500,12,12,500,false,false,false,53,29,18,14,none,681,37,35,35,463,66,0,500
1313,500,12,12,500,false,false,false,53,29,18,14,none,701,49,36,63,451,139,0,500
1316,500,12,12,500,false,false,false,53,29,18,14,none,621,47,32,33,453,75,0,500
1314,500,12,12,500,false,false,false,53,29,18,14,none,721,39,37,123,461,238,0,500
1315,500,12,12,500,false,false,false,53,29,18,14,none,721,36,37,50,463,101,0,499
1317,500,12,12,500,false,false,false,53,29,18,14,none,761,41,39,38,459,65,0,500
1318,500,12,12,500,false,false,false,53,29,18,14,none,721,48,37,54,452,103,0,500
1319,500,12,12,500,false,false,false,53,29,18,14,none,681,51,35,79,448,157,0,499
1320,500,12,12,500,false,false,false,53,29,18,14,none,721,34,37,142,466,303,0,500
1321,500,12,12,500,false,false,false,53,29,18,14,none,701,34,36,59,466,109,0,500
1322,500,12,12,500,false,false,false,53,29,18,14,none,681,33,35,60,467,107,0,500
1324,500,12,12,500,false,false,false,53,29,18,14,none,661,38,34,106,462,187,0,500
1323,500,12,12,500,false,false,false,53,29,18,14,none,741,40,38,45,460,83,0,500
1325,500,12,12,500,false,false,false,53,29,18,14,none,681,41,35,94,459,193,0,500
1326,500,12,12,500,false,false,false,53,29,18,14,none,721,34,37,48,465,94,0,499
1327,500,12,12,500,false,false,false,53,29,18,14,none,721,32,37,56,468,106,0,500
1328,500,12,12,500,false,false,false,53,29,18,14,none,641,48,33,50,452,91,0,500
1329,500,12,12,500,false,false,false,53,29,18,14,none,641,40,33,77,460,135,0,500
1330,500,12,12,500,false,false,false,53,29,18,14,none,661,51,34,42,449,81,0,500
1332,500,12,12,500,false,false,false,53,29,18,14,none,681,42,35,44,458,99,0,500
1331,500,12,12,500,false,false,false,53,29,18,14,none,721,36,37,79,464,164,0,500
1333,500,12,12,500,false,false,false,53,29,18,14,none,721,41,37,40,459,88,0,500
1335,500,12,12,500,false,false,false,53,29,18,14,none,741,41,38,85,459,155,0,500
1334,500,12,12,500,false,false,false,53,29,18,14,none,761,49,39,60,451,119,0,500
1336,500,12,12,500,false,false,false,53,29,18,14,none,701,40,36,46,460,95,0,500
1337,500,12,12,500,false,false,false,53,29,18,14,none,701,40,36,47,459,88,0,499
1339,500,12,12,500,false,false,false,53,29,18,14,none,661,41,34,50,459,96,0,500
1340,500,12,12,500,false,false,false,53,29,18,14,none,701,37,36,51,463,79,0,500
1341,500,12,12,500,false,false,false,53,29,18,14,none,681,39,35,56,461,98,0,500
1338,500,12,12,500,false,false,false,53,29,18,14,none,821,43,42,37,457,87,0,500
1342,500,12,12,500,false,false,false,53,29,18,14,none,701,44,36,78,456,140,0,500
1343,500,12,12,500,false,false,false,53,29,18,14,none,741,50,38,37,450,71,0,500
1345,500,12,12,500,false,false,false,53,29,18,14,none,661,42,34,37,458,78,0,500
1344,500,12,12,500,false,false,false,53,29,18,14,none,681,45,35,68,455,128,0,500
1348,500,12,12,500,false,false,false,53,29,18,14,none,641,35,33,56,465,107,0,500
1346,500,12,12,500,false,false,false,53,29,18,14,none,801,41,41,75,459,128,0,500
1347,500,12,12,500,false,false,false,53,29,18,14,none,701,35,36,55,464,91,0,499
1349,500,12,12,500,false,false,false,53,29,18,14,none,721,36,37,74,464,132,0,500
1350,500,12,12,500,false,false,false,53,29,18,14,none,701,46,36,66,454,134,0,500
1352,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,781,42,40,52,458,115,4625,500
1351,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,841,42,43,43,457,79,5050.5,499
1353,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,921,36,47,101,462,218,4925.5,498
1354,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,821,44,42,85,455,160,5228.5,499
1355,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,781,53,40,40,447,89,4450,500
1356,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,36,37,62,462,117,4345,498
1357,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,29,37,99,471,200,4459.5,500
1358,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,38,36,42,462,86,4563,500
1359,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,741,47,38,29,453,56,4622,500
1360,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,36,39,54,464,88,4425.5,500
1361,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,821,49,42,68,451,140,5116.5,500
1362,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,40,41,46,459,88,5165.25,499
1364,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,50,39,96,450,173,4403.5,500
1363,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,37,41,43,463,77,4801.75,500
1365,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,741,48,38,84,452,164,4711.5,500
1366,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,661,36,34,41,463,73,4309,499
1367,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,46,37,59,454,124,4756,500
1368,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,43,39,58,456,108,4418.5,499
1369,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,741,48,38,116,452,226,4639,500
1370,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,58,37,41,442,77,4233.5,500
1371,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,39,37,51,461,98,4167.5,500
1373,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,641,51,33,29,449,58,4024,500
1372,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,39,36,78,461,150,4567,500
1374,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,46,37,36,454,63,4520,500
1379,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,621,51,32,99,449,194,4012.5,500
1375,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,38,36,64,461,111,4307,499
1377,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,29,36,41,469,81,4468,498
1376,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,48,41,80,451,161,4485.5,499
1378,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,36,39,47,464,91,4851.5,500
1380,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,661,45,34,74,454,140,4187.5,499
1383,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,39,36,78,461,149,4175,500
1381,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,681,39,35,80,461,160,4416,500
1385,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,701,45,36,40,455,84,4401.5,500
1382,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,28,41,51,472,107,4485.5,500
1384,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,36,41,31,464,58,5082,500
1386,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,39,39,49,461,88,4545.5,500
1387,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,781,42,40,47,456,80,4644,498
1389,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,661,42,34,87,458,170,4287,500
1388,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,741,41,38,48,458,98,4678,499
1392,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,681,40,35,45,460,96,4302,500
1390,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,43,37,46,457,113,4406.5,500
1391,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,821,37,42,42,462,79,4973.5,499
1393,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,781,38,40,59,462,107,4289.5,500
1395,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,641,40,33,49,459,103,4163.5,499
1394,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,39,41,69,461,123,4823.5,500
1397,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,761,30,39,44,470,82,4898,500
1396,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,781,41,40,45,458,89,4753,499
1398,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,721,43,37,54,457,114,4435,500
1400,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,661,45,34,38,455,69,4284.5,500
1399,500,12,12,500,false,false,false,53,29,18,14,lockdown_retired+student,801,31,41,62,469,129,5070.5,500
1401,500,12,12,500,false,false,false,53,29,18,14,essential_activities,761,40,39,57,457,113,9850.5,497
1403,500,12,12,500,false,false,false,53,29,18,14,essential_activities,821,53,42,60,445,101,10239.5,498
1404,500,12,12,500,false,false,false,53,29,18,14,essential_activities,841,42,43,30,453,72,10382,495
1402,500,12,12,500,false,false,false,53,29,18,14,essential_activities,961,42,49,73,458,129,11611,500
1405,500,12,12,500,false,false,false,53,29,18,14,essential_activities,821,39,42,66,460,133,9836,499
1408,500,12,12,500,false,false,false,53,29,18,14,essential_activities,761,37,39,50,462,96,9625.5,499
1406,500,12,12,500,false,false,false,53,29,18,14,essential_activities,941,28,48,44,471,86,12287.5,499
1407,500,12,12,500,false,false,false,53,29,18,14,essential_activities,801,46,41,35,451,67,10339.5,497
1409,500,12,12,500,false,false,false,53,29,18,14,essential_activities,941,41,48,36,454,76,11427,495
1410,500,12,12,500,false,false,false,53,29,18,14,essential_activities,1021,39,52,44,457,80,12913.5,496
1412,500,12,12,500,false,false,false,53,29,18,14,essential_activities,761,35,39,62,464,132,9860,499
1411,500,12,12,500,false,false,false,53,29,18,14,essential_activities,941,43,48,67,456,121,11528.5,499
1414,500,12,12,500,false,false,false,53,29,18,14,essential_activities,801,47,41,47,450,93,10311,497
