run number,_nodes,proportion_paranoid,proportion_skeptic,people,detection_sick_people,security_measures,deterrents,proportion_worker,proportion_retired,proportion_student,duration,lockdown_type,step,n_of_death,days,count turtles with [spreader? = true],infected - deaths,misinformed,Neg_student + Neg_retired + Neg_worker,total_infected
9,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,641,35,33,34,448,69,8075.75,483
3,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,641,38,33,84,442,166,7437.25,480
4,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,39,36,42,439,72,7462.75,478
8,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,721,44,37,123,439,227,8828.75,483
1,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,621,35,32,39,440,93,7514.25,475
11,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,721,34,37,59,447,102,8567.5,481
10,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,801,33,41,40,450,85,10239.25,483
5,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,741,38,38,46,439,73,9034.5,477
7,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,721,39,37,36,443,68,9154,482
2,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,26,36,37,444,79,8437.75,470
12,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,721,29,37,40,459,86,7979.5,488
6,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,47,39,43,414,87,8585,461
13,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,31,35,53,452,105,8388.5,483
14,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,39,35,113,440,196,8532.75,479
16,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,39,36,51,440,92,8256.75,479
21,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,47,35,32,430,65,7591.5,477
18,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,781,36,40,49,441,83,8401.75,477
19,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,28,39,42,457,94,9864,485
15,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,741,40,38,82,447,162,8419.75,487
23,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,741,38,38,70,446,127,8503,484
17,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,41,36,38,437,78,8219.75,478
24,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,40,39,89,440,156,8867,480
20,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,781,47,40,93,425,169,8392.25,472
22,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,781,38,40,62,444,109,8522.75,482
25,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,30,36,48,458,86,8917.5,488
26,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,641,33,33,68,441,134,7758.5,474
27,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,781,34,40,30,445,64,7236.75,479
31,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,47,34,105,431,192,7459.75,478
29,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,33,39,39,443,78,8417.5,476
28,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,741,32,38,33,444,64,8275.5,476
30,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,33,39,50,437,91,8806.5,470
34,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,40,39,52,438,92,8931.75,478
35,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,40,39,49,436,76,8549.25,476
32,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,821,47,42,80,435,163,7883.75,482
36,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,761,42,39,84,441,158,9387,483
33,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,821,45,42,90,441,153,8730.5,486
37,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,35,36,43,442,104,8282,477
38,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,36,34,105,448,194,8009.5,484
39,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,29,36,41,441,77,8560.75,470
41,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,33,34,36,447,80,7385.25,480
40,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,701,41,36,47,434,87,8063.5,475
46,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,40,34,37,444,70,7776.25,484
42,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,34,35,41,448,106,7787.5,482
43,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,741,30,38,51,454,109,9082.5,484
45,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,35,35,35,446,76,7920.75,481
47,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,681,44,35,41,436,71,7496.75,480
44,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,781,43,40,48,432,94,7975.5,475
48,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,721,47,37,96,442,190,8387.25,489
49,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,33,34,71,454,124,8066.75,487
50,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired,661,30,34,55,452,101,7960.75,482
51,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,681,26,35,44,460,90,7741,486
54,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,621,37,32,33,444,77,7559,481
53,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,36,36,73,450,144,7998.5,486
52,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,841,32,43,60,432,107,9652.5,464
56,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,41,38,42,434,89,8211,475
57,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,641,40,33,43,435,86,7362,475
55,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,45,36,45,445,83,7367,490
58,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,41,37,36,442,71,8102.5,483
59,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,32,36,92,453,171,7689.5,485
61,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,40,37,66,445,132,8306.5,485
60,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,35,38,66,447,116,8660,482
63,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,37,37,96,443,182,7959,480
62,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,761,37,39,65,444,137,8472.75,481
64,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,40,38,47,432,79,8500.5,472
66,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,35,37,34,448,73,7815,483
67,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,681,45,35,48,432,93,6999.5,477
65,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,781,35,40,62,439,122,8055,474
70,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,621,41,32,47,432,82,7538,473
69,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,37,36,58,450,99,8653,487
68,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,37,37,47,451,90,8302.5,488
72,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,42,36,66,435,132,8398,477
71,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,841,38,43,68,448,126,8708,486
73,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,781,33,40,51,452,106,9601.5,485
74,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,821,45,42,46,429,78,9431,474
77,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,47,37,41,434,93,9095.5,481
79,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,621,41,32,42,438,82,7047.5,479
75,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,35,37,38,446,74,7169.5,481
76,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,781,36,40,83,445,146,8522.5,481
78,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,37,38,48,439,93,8702,476
80,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,661,29,34,56,452,116,7602,481
82,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,36,37,87,451,170,7831,487
81,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,761,52,39,112,423,220,8547.5,475
83,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,33,36,36,448,76,8295.5,481
84,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,661,42,34,83,428,162,7592.5,470
85,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,601,33,31,80,452,135,6806,485
87,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,721,35,37,71,448,133,8815.5,483
86,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,801,43,41,51,432,92,8507.5,475
90,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,36,36,59,444,109,8005,480
88,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,41,36,36,434,74,8181,475
91,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,781,31,40,82,454,154,9426.25,485
89,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,761,37,39,42,441,85,9435.5,478
92,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,48,38,117,433,206,8245.25,481
94,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,38,36,56,446,101,8681,484
95,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,701,35,36,37,446,77,6946.5,481
93,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,841,54,43,40,429,90,8938,483
96,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,761,26,39,46,452,99,7542.5,478
99,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,641,38,33,52,456,106,7359.25,494
100,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,681,37,35,71,449,127,7726,486
98,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,741,43,38,39,434,69,8854.5,477
97,500,12,12,500,true,false,false,53,29,18,14,lockdown_student,801,43,41,37,432,67,8702,475
102,500,12,12,500,true,false,false,53,29,18,14,none,641,44,33,44,442,97,6575.75,486
101,500,12,12,500,true,false,false,53,29,18,14,none,721,35,37,31,444,62,7205.75,479
104,500,12,12,500,true,false,false,53,29,18,14,none,661,39,34,54,445,101,6961.25,484
103,500,12,12,500,true,false,false,53,29,18,14,none,801,40,41,39,428,79,7793,468
106,500,12,12,500,true,false,false,53,29,18,14,none,741,38,38,65,446,129,7252.5,484
107,500,12,12,500,true,false,false,53,29,18,14,none,741,44,38,40,437,86,7070.75,481
105,500,12,12,500,true,false,false,53,29,18,14,none,781,34,40,69,436,136,7886.75,470
108,500,12,12,500,true,false,false,53,29,18,14,none,861,39,44,26,441,66,6088,480
109,500,12,12,500,true,false,false,53,29,18,14,none,761,46,39,48,433,79,8139,479
113,500,12,12,500,true,false,false,53,29,18,14,none,661,45,34,43,439,84,7025.75,484
110,500,12,12,500,true,false,false,53,29,18,14,none,741,47,38,43,430,100,7181,477
111,500,12,12,500,true,false,false,53,29,18,14,none,761,28,39,69,456,144,7039.5,484
112,500,12,12,500,true,false,false,53,29,18,14,none,661,37,34,38,438,75,6068.5,475
114,500,12,12,500,true,false,false,53,29,18,14,none,621,36,32,44,441,88,6505.25,477
116,500,12,12,500,true,false,false,53,29,18,14,none,661,39,34,52,443,103,7152.5,482
115,500,12,12,500,true,false,false,53,29,18,14,none,821,30,42,49,449,82,9037.25,479
117,500,12,12,500,true,false,false,53,29,18,14,none,781,42,40,68,442,143,7861,484
118,500,12,12,500,true,false,false,53,29,18,14,none,621,32,32,56,444,121,6030.5,476
119,500,12,12,500,true,false,false,53,29,18,14,none,741,28,38,52,446,106,6905,474
122,500,12,12,500,true,false,false,53,29,18,14,none,601,37,31,32,449,66,6128,486
121,500,12,12,500,true,false,false,53,29,18,14,none,681,44,35,51,434,103,6340.75,478
123,500,12,12,500,true,false,false,53,29,18,14,none,701,49,36,46,434,87,7134.75,483
124,500,12,12,500,true,false,false,53,29,18,14,none,641,35,33,59,441,120,6035.5,476
120,500,12,12,500,true,false,false,53,29,18,14,none,761,43,39,128,445,228,7246.25,488
126,500,12,12,500,true,false,false,53,29,18,14,none,701,46,36,80,440,177,6725.25,486
127,500,12,12,500,true,false,false,53,29,18,14,none,721,31,37,36,457,81,7526.5,488
125,500,12,12,500,true,false,false,53,29,18,14,none,901,39,46,55,436,100,7756.25,475
129,500,12,12,500,true,false,false,53,29,18,14,none,721,33,37,48,446,100,8034,479
128,500,12,12,500,true,false,false,53,29,18,14,none,701,44,36,37,426,76,7427.75,470
130,500,12,12,500,true,false,false,53,29,18,14,none,661,45,34,63,430,124,6779.75,475
133,500,12,12,500,true,false,false,53,29,18,14,none,641,42,33,90,441,161,6139.75,483
132,500,12,12,500,true,false,false,53,29,18,14,none,661,45,34,85,436,148,6805.75,481
135,500,12,12,500,true,false,false,53,29,18,14,none,661,33,34,144,446,268,6553,479
131,500,12,12,500,true,false,false,53,29,18,14,none,821,43,42,70,433,140,7750,476
134,500,12,12,500,true,false,false,53,29,18,14,none,741,44,38,119,439,223,7511.25,483
136,500,12,12,500,true,false,false,53,29,18,14,none,741,32,38,32,447,77,7436.5,479
137,500,12,12,500,true,false,false,53,29,18,14,none,681,32,35,54,445,93,6775.5,477
140,500,12,12,500,true,false,false,53,29,18,14,none,641,39,33,64,439,122,5883.5,478
138,500,12,12,500,true,false,false,53,29,18,14,none,721,34,37,117,449,241,7131.25,483
139,500,12,12,500,true,false,false,53,29,18,14,none,681,37,35,48,440,97,6624.5,477
141,500,12,12,500,true,false,false,53,29,18,14,none,701,38,36,53,443,98,7333.25,481
142,500,12,12,500,true,false,false,53,29,18,14,none,761,42,39,41,445,73,7615.75,487
143,500,12,12,500,true,false,false,53,29,18,14,none,741,53,38,42,431,82,6709,484
144,500,12,12,500,true,false,false,53,29,18,14,none,641,41,33,57,444,106,6462.75,485
145,500,12,12,500,true,false,false,53,29,18,14,none,721,33,37,97,437,178,7352.75,470
147,500,12,12,500,true,false,false,53,29,18,14,none,741,31,38,56,441,110,7041.25,472
146,500,12,12,500,true,false,false,53,29,18,14,none,761,45,39,49,438,88,7318.25,483
155,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,261,0,14,36,1,72,0,1
148,500,12,12,500,true,false,false,53,29,18,14,none,661,35,34,38,450,86,6883.75,485
149,500,12,12,500,true,false,false,53,29,18,14,none,781,35,40,77,445,143,9250.5,480
150,500,12,12,500,true,false,false,53,29,18,14,none,741,33,38,122,442,256,7156,475
151,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,681,37,35,46,440,106,9341,477
153,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,41,37,72,439,144,9437.5,480
152,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,801,38,41,53,435,120,11087.5,473
154,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,38,40,66,425,124,10295.5,463
157,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,741,43,38,124,436,245,8974.5,479
156,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,40,39,48,425,90,9795,465
160,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,661,39,34,37,430,78,8699.75,469
158,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,841,35,43,44,440,102,9473.5,475
161,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,641,45,33,76,433,148,7816.5,478
159,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,821,32,42,42,439,88,10904.5,471
162,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,37,40,47,433,78,10333,470
163,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,35,39,48,436,103,9213,471
164,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,44,40,37,419,88,10094,463
165,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,25,37,59,454,117,8881.5,479
168,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,861,39,44,49,439,88,10130.5,478
166,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,821,32,42,37,438,70,11435.5,470
170,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,661,31,34,51,441,101,8883.5,472
167,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,901,46,46,44,423,77,9580,469
169,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,35,39,36,435,64,10400,470
171,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,701,32,36,55,443,103,9069.5,475
172,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,39,39,43,432,80,9550,471
173,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,30,39,76,443,144,10029,473
174,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,661,40,34,117,433,229,8433.5,473
175,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,22,40,69,446,117,9516.5,468
176,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,741,35,38,33,436,66,10539,471
177,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,35,39,44,444,88,9883,479
181,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,621,36,32,38,440,91,8239,476
179,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,621,41,32,34,440,71,8051.5,481
178,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,821,36,42,42,445,80,11115,481
180,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,801,38,41,36,440,79,10096,478
182,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,701,35,36,39,427,68,9481,462
183,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,921,41,47,80,425,168,12754,466
184,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,35,40,48,442,71,9292.5,477
186,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,38,37,44,436,83,8312.5,474
185,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,801,35,41,70,436,144,11684,471
188,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,701,31,36,49,438,95,8541.5,469
187,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,921,43,47,72,440,142,8893,483
189,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,901,38,46,58,438,116,12261.5,476
192,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,31,40,43,441,94,9526.5,472
190,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,39,39,50,436,90,10084,475
194,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,661,30,34,40,438,93,8402,468
191,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,51,37,72,428,142,9086.5,479
193,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,34,40,30,440,72,9161,474
195,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,41,37,86,433,166,9757.5,474
196,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,621,35,32,44,440,85,8505.5,475
198,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,761,32,39,62,446,102,10151.5,478
199,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,721,40,37,36,440,78,9555.5,480
197,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,961,35,49,55,422,105,11217.5,457
200,500,12,12,500,true,false,false,53,29,18,14,lockdown_retired+student,781,41,40,30,430,63,10643.75,471
202,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,32,41,62,397,111,12973,429
201,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,32,42,58,425,119,13012.5,457
204,500,12,12,500,true,false,false,53,29,18,14,essential_activities,781,33,40,33,418,83,12064,451
203,500,12,12,500,true,false,false,53,29,18,14,essential_activities,901,31,46,102,414,176,14759.5,445
205,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,42,43,114,418,227,13373,460
207,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,40,41,76,412,144,12454,452
206,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,36,42,40,420,82,12580.5,456
208,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,34,43,70,427,128,12576,461
210,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,30,42,34,415,70,13692.5,445
211,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,36,42,66,408,122,12506.5,444
209,500,12,12,500,true,false,false,53,29,18,14,essential_activities,981,26,50,56,400,99,13257,426
212,500,12,12,500,true,false,false,53,29,18,14,essential_activities,781,44,40,44,405,86,12181.5,449
213,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,21,43,43,416,92,13630.5,437
214,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,38,42,112,419,213,13736,457
215,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,38,42,44,409,99,13194.5,447
218,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,30,41,38,419,96,13207,449
216,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,42,42,76,409,142,12887,451
219,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,36,41,65,405,119,12105.5,441
217,500,12,12,500,true,false,false,53,29,18,14,essential_activities,941,41,48,41,408,100,15077,449
220,500,12,12,500,true,false,false,53,29,18,14,essential_activities,881,28,45,65,414,126,13195,442
221,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,33,43,45,423,81,13193,456
222,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,29,43,103,440,176,14007,469
224,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,38,41,61,404,98,13149.5,442
223,500,12,12,500,true,false,false,53,29,18,14,essential_activities,941,26,48,40,413,79,14392.5,439
225,500,12,12,500,true,false,false,53,29,18,14,essential_activities,881,40,45,59,408,118,14200.5,448
228,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,31,43,31,413,73,13471.5,444
227,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,35,42,34,399,71,13490.5,434
226,500,12,12,500,true,false,false,53,29,18,14,essential_activities,861,38,44,79,422,141,12608.5,460
229,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,37,42,44,381,79,11853.5,418
230,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,32,43,34,418,71,13656.5,450
231,500,12,12,500,true,false,false,53,29,18,14,essential_activities,681,33,35,70,425,176,11137.5,458
232,500,12,12,500,true,false,false,53,29,18,14,essential_activities,761,44,39,122,411,237,12635.5,455
233,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,33,41,137,433,240,13104,466
234,500,12,12,500,true,false,false,53,29,18,14,essential_activities,781,28,40,53,411,99,12238,439
235,500,12,12,500,true,false,false,53,29,18,14,essential_activities,901,35,46,36,413,82,13299,448
237,500,12,12,500,true,false,false,53,29,18,14,essential_activities,761,36,39,147,423,272,12569.5,459
236,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,25,42,66,411,127,13791,436
240,500,12,12,500,true,false,false,53,29,18,14,essential_activities,701,32,36,67,417,141,11697,449
238,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,34,42,65,410,146,13123,444
241,500,12,12,500,true,false,false,53,29,18,14,essential_activities,801,41,41,49,414,102,13223.5,455
239,500,12,12,500,true,false,false,53,29,18,14,essential_activities,861,33,44,82,423,164,14375,456
242,500,12,12,500,true,false,false,53,29,18,14,essential_activities,781,30,40,53,409,97,12509,439
244,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,25,43,51,408,112,14150,433
243,500,12,12,500,true,false,false,53,29,18,14,essential_activities,861,35,44,65,423,135,13635.5,458
245,500,12,12,500,true,false,false,53,29,18,14,essential_activities,721,26,37,36,416,70,11905.5,442
246,500,12,12,500,true,false,false,53,29,18,14,essential_activities,841,31,43,69,397,107,13152.5,428
248,500,12,12,500,true,false,false,53,29,18,14,essential_activities,761,35,39,33,390,73,12360.5,425
249,500,12,12,500,true,false,false,53,29,18,14,essential_activities,761,36,39,74,406,137,12315,442
247,500,12,12,500,true,false,false,53,29,18,14,essential_activities,941,41,48,43,397,93,15375.5,438
250,500,12,12,500,true,false,false,53,29,18,14,essential_activities,821,39,42,40,407,78,13140,446
251,500,12,12,500,true,false,false,53,29,18,14,all,1421,24,72,70,287,115,26756.5,311
254,500,12,12,500,true,false,false,53,29,18,14,all,1281,21,65,47,317,94,25284,338
252,500,12,12,500,true,false,false,53,29,18,14,all,1601,24,81,49,225,96,28285.5,249
253,500,12,12,500,true,false,false,53,29,18,14,all,1481,19,75,43,215,81,28483.5,234
256,500,12,12,500,true,false,false,53,29,18,14,all,1321,21,67,43,250,91,23980,271
258,500,12,12,500,true,false,false,53,29,18,14,all,1081,13,55,29,160,58,21314,173
257,500,12,12,500,true,false,false,53,29,18,14,all,1401,15,71,50,204,84,27372,219
260,500,12,12,500,true,false,false,53,29,18,14,all,1261,20,64,39,224,75,24890.5,244
262,500,12,12,500,true,false,false,53,29,18,14,all,1521,33,77,64,330,123,29042,363
261,500,12,12,500,true,false,false,53,29,18,14,all,1601,29,81,63,280,115,30342.5,309
263,500,12,12,500,true,false,false,53,29,18,14,all,1261,4,64,36,59,69,24250.5,63
266,500,12,12,500,true,false,false,53,29,18,14,all,1101,18,56,47,279,102,20069,297
264,500,12,12,500,true,false,false,53,29,18,14,all,1481,27,75,67,317,135,29073.5,344
267,500,12,12,500,true,false,false,53,29,18,14,all,1301,24,66,44,297,107,25649.5,321
255,500,12,12,500,true,false,false,53,29,18,14,all,3141,17,158,29,195,72,61694,212
265,500,12,12,500,true,false,false,53,29,18,14,all,1641,15,83,40,140,79,32586.5,155
269,500,12,12,500,true,false,false,53,29,18,14,all,1181,17,60,42,251,95,22842.5,268
268,500,12,12,500,true,false,false,53,29,18,14,all,1541,14,78,42,226,83,30153,240
270,500,12,12,500,true,false,false,53,29,18,14,all,1161,17,59,71,326,133,22477,343
273,500,12,12,500,true,false,false,53,29,18,14,all,1021,23,52,60,258,114,19598.5,281
271,500,12,12,500,true,false,false,53,29,18,14,all,1461,24,74,50,268,88,27986,292
259,500,12,12,500,true,false,false,53,29,18,14,all,3481,22,175,51,291,90,67193.5,313
272,500,12,12,500,true,false,false,53,29,18,14,all,1501,24,76,68,312,129,27072,336
282,500,12,12,500,true,false,false,53,29,18,14,all,321,3,17,36,5,78,6073.5,8
274,500,12,12,500,true,false,false,53,29,18,14,all,1221,34,62,106,338,186,22532.5,372
277,500,12,12,500,true,false,false,53,29,18,14,all,921,27,47,60,259,111,17190.5,286
278,500,12,12,500,true,false,false,53,29,18,14,all,1181,17,60,47,210,95,23256,227
276,500,12,12,500,true,false,false,53,29,18,14,all,1361,26,69,43,187,92,26718.5,213
281,500,12,12,500,true,false,false,53,29,18,14,all,1101,35,56,75,335,140,21015,370
280,500,12,12,500,true,false,false,53,29,18,14,all,1261,25,64,75,317,141,23591.5,342
275,500,12,12,500,true,false,false,53,29,18,14,all,1741,17,88,41,220,83,31636,237
279,500,12,12,500,true,false,false,53,29,18,14,all,1641,21,83,46,255,80,32456.5,276
283,500,12,12,500,true,false,false,53,29,18,14,all,1241,36,63,56,280,108,23745,316
286,500,12,12,500,true,false,false,53,29,18,14,all,1041,31,53,66,328,135,19539,359
285,500,12,12,500,true,false,false,53,29,18,14,all,1161,26,59,70,309,135,23189,335
289,500,12,12,500,true,false,false,53,29,18,14,all,961,24,49,34,222,71,17989,246
