"[run number]","proportion_retired","people","security_measures","detection_sick_people","proportion_worker","infectious_rate","duration","lockdown_type","proportion_student","[step]","n_of_death","days","count turtles with [color = gray]","Neg_student + Neg_retired + Neg_worker","count turtles with [color = gray] + n_of_death"
"230","29","500","true","false","53","3","14","lockdown_student","18","961","6","48","483","3240","489"
"224","29","500","true","false","53","3","14","lockdown_student","18","1521","7","76","473","5130","480"
"227","29","500","true","false","53","3","14","lockdown_student","18","1641","17","82","477","5535","494"
"226","29","500","true","false","53","3","14","lockdown_student","18","1741","8","87","488","5872.5","496"
"232","29","500","true","false","53","3","14","lockdown_student","18","1021","12","51","483","3442.5","495"
"229","29","500","true","false","53","3","14","lockdown_student","18","1901","5","95","488","6412.5","493"
"228","29","500","true","false","53","3","14","lockdown_student","18","1701","10","85","483","5670","493"
"233","29","500","true","false","53","3","14","lockdown_student","18","1081","10","54","479","3645","489"
"231","29","500","true","false","53","3","14","lockdown_student","18","2261","9","113","487","7627.5","496"
"234","29","500","true","false","53","3","14","lockdown_student","18","1661","11","83","484","5602.5","495"
"236","29","500","true","false","53","3","14","lockdown_student","18","1281","10","64","476","4320","486"
"237","29","500","true","false","53","3","14","lockdown_student","18","1281","9","64","486","4320","495"
"239","29","500","true","false","53","3","14","lockdown_student","18","1141","10","57","482","3847.5","492"
"240","29","500","true","false","53","3","14","lockdown_student","18","1241","8","62","488","4185","496"
"238","29","500","true","false","53","3","14","lockdown_student","18","1241","16","62","477","4185","493"
"242","29","500","true","false","53","3","14","lockdown_student","18","1301","9","65","481","4387.5","490"
"243","29","500","true","false","53","3","14","lockdown_student","18","1341","9","67","483","4522.5","492"
"235","29","500","true","false","53","3","14","lockdown_student","18","2641","8","132","492","8910","500"
"241","29","500","true","false","53","3","14","lockdown_student","18","1801","10","90","486","6075","496"
"244","29","500","true","false","53","3","14","lockdown_student","18","1721","9","86","486","5805","495"
"245","29","500","true","false","53","3","14","lockdown_student","18","1241","5","62","477","4185","482"
"249","29","500","true","false","53","3","14","lockdown_student","18","1081","9","54","482","3645","491"
"246","29","500","true","false","53","3","14","lockdown_student","18","1761","11","88","486","5940","497"
"247","29","500","true","false","53","3","14","lockdown_student","18","1401","11","70","476","4725","487"
"251","29","500","true","false","53","3","14","lockdown_student","18","1181","11","59","478","3982.5","489"
"248","29","500","true","false","53","3","14","lockdown_student","18","1761","8","88","486","5940","494"
"252","29","500","true","false","53","3","14","lockdown_student","18","1301","9","65","478","4387.5","487"
"250","29","500","true","false","53","3","14","lockdown_student","18","1781","12","89","481","6007.5","493"
"254","29","500","true","false","53","3","14","lockdown_student","18","1021","9","51","484","3442.5","493"
"255","29","500","true","false","53","3","14","lockdown_student","18","1541","17","77","477","5197.5","494"
"256","29","500","true","false","53","3","14","lockdown_student","18","1681","19","84","479","5670","498"
"257","29","500","true","false","53","3","14","lockdown_student","18","1781","10","89","488","6007.5","498"
"253","29","500","true","false","53","3","14","lockdown_student","18","2041","9","102","488","6885","497"
"258","29","500","true","false","53","3","14","lockdown_student","18","1421","9","71","487","4792.5","496"
"261","29","500","true","false","53","3","14","lockdown_student","18","1041","15","52","480","3510","495"
"259","29","500","true","false","53","3","14","lockdown_student","18","1481","14","74","478","4995","492"
"262","29","500","true","false","53","3","14","lockdown_student","18","1441","8","72","489","4860","497"
"264","29","500","true","false","53","3","14","lockdown_student","18","1021","6","51","482","3442.5","488"
"260","29","500","true","false","53","3","14","lockdown_student","18","1901","13","95","484","6412.5","497"
"265","29","500","true","false","53","3","14","lockdown_student","18","1841","8","92","483","6210","491"
"267","29","500","true","false","53","3","14","lockdown_student","18","1381","10","69","487","4657.5","497"
"266","29","500","true","false","53","3","14","lockdown_student","18","1341","11","67","482","4522.5","493"
"263","29","500","true","false","53","3","14","lockdown_student","18","2641","7","132","489","8910","496"
"268","29","500","true","false","53","3","14","lockdown_student","18","1761","13","88","483","5940","496"
"269","29","500","true","false","53","3","14","lockdown_student","18","1461","10","73","479","4927.5","489"
"272","29","500","true","false","53","3","14","lockdown_student","18","1381","16","69","469","4657.5","485"
"270","29","500","true","false","53","3","14","lockdown_student","18","1721","9","86","487","5805","496"
"271","29","500","true","false","53","3","14","lockdown_student","18","1161","8","58","477","3915","485"
"273","29","500","true","false","53","3","14","lockdown_student","18","1521","8","76","489","5130","497"
